PRICE,HIGHWAY_MPG,CITY_MPG,PEAK_RPM,HORSEPOWER,COMPRESSION_RATIO,STROKE,BORE,FUEL_SYSTEM,ENGINE_SIZE,NUM_OF_CYLINDERS,ENGINE_TYPE,CURB_WEIGHT,HEIGHT,WIDTH,LENGTH,WHEEL_BASE,ENGINE_LOCATION,DRIVE_WHEELS,BODY_STYLE,NUM_OF_DOORS,ASPIRATION,FUEL_TYPE,MAKE,NORMALIZED_LOSSES,SYMBOLING,AVG_MPG,POWER_TO_WEIGHT
7957.0,30,24,5500.0,102.0,7.6,3.39,3.03,SPDI,98,4,OHC,2128,50.8,63.8,157.3,93.7,FRONT,FWD,HATCHBACK,2.0,TURBO,GAS,PLYMOUTH,119.0,1,27.0,0.047932330827067667
6229.0,38,31,5500.0,68.0,9.4,3.23,2.97,2BBL,90,4,OHC,1967,50.6,63.8,157.3,93.7,FRONT,FWD,HATCHBACK,4.0,STD,GAS,PLYMOUTH,154.0,1,34.5,0.03457041179461108
6692.0,38,31,5500.0,68.0,9.4,3.23,2.97,2BBL,90,4,OHC,1989,50.8,63.8,167.3,93.7,FRONT,FWD,SEDAN,4.0,STD,GAS,PLYMOUTH,154.0,1,34.5,0.03418803418803419
7609.0,38,31,5500.0,68.0,9.4,3.23,2.97,2BBL,98,4,OHC,2191,50.8,63.8,167.3,93.7,FRONT,FWD,SEDAN,4.0,STD,GAS,PLYMOUTH,154.0,1,34.5,0.031036056595162027
8921.0,30,24,5000.0,88.0,8.5,3.46,3.35,2BBL,122,4,OHC,2535,59.8,64.6,174.6,103.3,FRONT,FWD,WAGON,4.0,STD,GAS,PLYMOUTH,74.0,-1,27.0,0.03471400394477318
12764.0,24,19,5000.0,145.0,7.0,3.86,3.59,SPDI,156,4,OHC,2818,50.2,66.3,173.2,95.9,FRONT,RWD,HATCHBACK,2.0,TURBO,GAS,PLYMOUTH,122.0,3,21.5,0.05145493257629524
22018.0,27,19,5500.0,143.0,9.5,3.11,3.94,MPFI,151,4,OHC,2778,50.2,68.3,168.9,94.5,FRONT,RWD,HATCHBACK,2.0,STD,GAS,PORSCHE,186.0,3,23.0,0.05147588192944565
32528.0,25,17,5900.0,207.0,9.5,2.9,3.74,MPFI,194,6,OHCF,2756,51.6,65.0,168.9,89.5,REAR,RWD,HARDTOP,2.0,STD,GAS,PORSCHE,122.0,3,21.0,0.07510885341074021
34028.0,25,17,5900.0,207.0,9.5,2.9,3.74,MPFI,194,6,OHCF,2756,51.6,65.0,168.9,89.5,REAR,RWD,HARDTOP,2.0,STD,GAS,PORSCHE,122.0,3,21.0,0.07510885341074021
37028.0,25,17,5900.0,207.0,9.5,2.9,3.74,MPFI,194,6,OHCF,2800,51.6,65.0,168.9,89.5,REAR,RWD,CONVERTIBLE,2.0,STD,GAS,PORSCHE,122.0,3,21.0,0.07392857142857143
9295.0,31,23,5117.587939698493,103.39698492462313,8.7,3.9,3.46,MPFI,132,4,OHC,2579,55.2,66.5,181.5,96.1,FRONT,FWD,WAGON,4.0,STD,GAS,RENAULT,122.0,0,27.0,0.04009189023831839
9895.0,31,23,5117.587939698493,103.39698492462313,8.7,3.9,3.46,MPFI,132,4,OHC,2460,50.5,66.6,176.8,96.1,FRONT,FWD,HATCHBACK,2.0,STD,GAS,RENAULT,122.0,2,27.0,0.042031294684806146
11850.0,28,21,5250.0,110.0,9.31,3.07,3.54,MPFI,121,4,OHC,2658,56.1,66.5,186.6,99.1,FRONT,FWD,HATCHBACK,2.0,STD,GAS,SAAB,150.0,3,24.5,0.04138449962377728
12170.0,28,21,5250.0,110.0,9.3,3.07,3.54,MPFI,121,4,OHC,2695,56.1,66.5,186.6,99.1,FRONT,FWD,SEDAN,4.0,STD,GAS,SAAB,104.0,2,24.5,0.04081632653061224
15040.0,28,21,5250.0,110.0,9.3,2.07,2.54,MPFI,121,4,OHC,2707,56.1,66.5,186.6,99.1,FRONT,FWD,HATCHBACK,2.0,STD,GAS,SAAB,150.0,3,24.5,0.04063538973032878
15510.0,28,21,5250.0,110.0,9.3,3.07,3.54,MPFI,121,4,OHC,2758,56.1,66.5,186.6,99.1,FRONT,FWD,SEDAN,4.0,STD,GAS,SAAB,104.0,2,24.5,0.03988397389412618
18150.0,26,19,5500.0,160.0,9.0,3.07,3.54,MPFI,121,4,DOHC,2808,56.1,66.5,186.6,99.1,FRONT,FWD,HATCHBACK,2.0,TURBO,GAS,SAAB,150.0,3,22.5,0.05698005698005698
18620.0,26,19,5500.0,160.0,9.0,3.07,3.54,MPFI,121,4,DOHC,2847,56.1,66.5,186.6,99.1,FRONT,FWD,SEDAN,4.0,TURBO,GAS,SAAB,104.0,2,22.5,0.056199508254302775
5118.0,36,31,4900.0,69.0,9.0,2.36,3.62,2BBL,97,4,OHCF,2050,53.7,63.4,156.9,93.7,FRONT,FWD,HATCHBACK,2.0,STD,GAS,SUBARU,83.0,2,33.5,0.033658536585365856
7053.0,31,26,4400.0,73.0,8.7,2.64,3.62,2BBL,108,4,OHCF,2120,53.7,63.6,157.9,93.7,FRONT,FWD,HATCHBACK,2.0,STD,GAS,SUBARU,83.0,2,28.5,0.03443396226415094
7603.0,31,26,4400.0,73.0,8.7,2.64,3.62,2BBL,108,4,OHCF,2240,55.7,63.8,157.3,93.3,FRONT,4WD,HATCHBACK,2.0,STD,GAS,SUBARU,83.0,2,28.5,0.032589285714285716
7126.0,37,32,4800.0,82.0,9.5,2.64,3.62,2BBL,108,4,OHCF,2145,52.5,65.4,172.0,97.2,FRONT,FWD,SEDAN,4.0,STD,GAS,SUBARU,102.0,0,34.5,0.03822843822843823
7775.0,33,28,4400.0,82.0,9.5,2.64,3.62,2BBL,108,4,OHCF,2190,52.5,65.4,172.0,97.2,FRONT,FWD,SEDAN,4.0,STD,GAS,SUBARU,102.0,0,30.5,0.03744292237442922
9960.0,32,26,5200.0,94.0,9.0,2.64,3.62,MPFI,108,4,OHCF,2340,52.5,65.4,172.0,97.2,FRONT,FWD,SEDAN,4.0,STD,GAS,SUBARU,102.0,0,29.0,0.040170940170940174
9233.0,25,24,4800.0,82.0,9.0,2.64,3.62,2BBL,108,4,OHCF,2385,54.3,65.4,172.0,97.0,FRONT,4WD,SEDAN,4.0,STD,GAS,SUBARU,102.0,0,24.5,0.034381551362683435
11259.0,29,24,4800.0,111.0,7.7,2.64,3.62,MPFI,108,4,OHCF,2510,54.3,65.4,172.0,97.0,FRONT,4WD,SEDAN,4.0,TURBO,GAS,SUBARU,102.0,0,26.5,0.044223107569721115
7463.0,32,28,4800.0,82.0,9.0,2.64,3.62,2BBL,108,4,OHCF,2290,53.0,65.4,173.5,97.0,FRONT,FWD,WAGON,4.0,STD,GAS,SUBARU,89.0,0,30.0,0.03580786026200873
10198.0,31,25,5200.0,94.0,9.0,2.64,3.62,MPFI,108,4,OHCF,2455,53.0,65.4,173.5,97.0,FRONT,FWD,WAGON,4.0,STD,GAS,SUBARU,89.0,0,28.0,0.038289205702647655
8013.0,29,23,4800.0,82.0,9.0,2.64,3.62,2BBL,108,4,OHCF,2420,54.9,65.4,173.6,96.9,FRONT,4WD,WAGON,4.0,STD,GAS,SUBARU,85.0,0,26.0,0.033884297520661154
11694.0,23,23,4800.0,111.0,7.7,2.64,3.62,MPFI,108,4,OHCF,2650,54.9,65.4,173.6,96.9,FRONT,4WD,WAGON,4.0,TURBO,GAS,SUBARU,85.0,0,23.0,0.04188679245283019
5348.0,39,35,4800.0,62.0,9.0,3.03,3.05,2BBL,92,4,OHC,1985,54.5,63.6,158.7,95.7,FRONT,FWD,HATCHBACK,2.0,STD,GAS,TOYOTA,87.0,1,37.0,0.031234256926952142
6338.0,38,31,4800.0,62.0,9.0,3.03,3.05,2BBL,92,4,OHC,2040,54.5,63.6,158.7,95.7,FRONT,FWD,HATCHBACK,2.0,STD,GAS,TOYOTA,87.0,1,34.5,0.030392156862745098
6488.0,38,31,4800.0,62.0,9.0,3.03,3.05,2BBL,92,4,OHC,2015,54.5,63.6,158.7,95.7,FRONT,FWD,HATCHBACK,4.0,STD,GAS,TOYOTA,74.0,1,34.5,0.03076923076923077
6918.0,37,31,4800.0,62.0,9.0,3.03,3.05,2BBL,92,4,OHC,2280,59.1,63.6,169.7,95.7,FRONT,FWD,WAGON,4.0,STD,GAS,TOYOTA,77.0,0,34.0,0.027192982456140352
7898.0,32,27,4800.0,62.0,9.0,3.03,3.05,2BBL,92,4,OHC,2290,59.1,63.6,169.7,95.7,FRONT,4WD,WAGON,4.0,STD,GAS,TOYOTA,81.0,0,29.5,0.027074235807860263
8778.0,32,27,4800.0,62.0,9.0,3.03,3.05,2BBL,92,4,OHC,3110,59.1,63.6,169.7,95.7,FRONT,4WD,WAGON,4.0,STD,GAS,TOYOTA,91.0,0,29.5,0.019935691318327974
6938.0,37,30,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2081,53.0,64.4,166.3,95.7,FRONT,FWD,SEDAN,4.0,STD,GAS,TOYOTA,91.0,0,33.5,0.03363767419509851
7198.0,37,30,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2109,52.8,64.4,166.3,95.7,FRONT,FWD,HATCHBACK,4.0,STD,GAS,TOYOTA,91.0,0,33.5,0.03319108582266477
7898.0,36,34,4500.0,56.0,22.5,3.35,3.27,IDI,110,4,OHC,2275,53.0,64.4,166.3,95.7,FRONT,FWD,SEDAN,4.0,STD,DIESEL,TOYOTA,91.0,0,35.0,0.024615384615384615
7788.0,47,38,4500.0,56.0,22.5,3.35,3.27,IDI,110,4,OHC,2275,52.8,64.4,166.3,95.7,FRONT,FWD,HATCHBACK,4.0,STD,DIESEL,TOYOTA,91.0,0,42.5,0.024615384615384615
7738.0,47,38,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2094,53.0,64.4,166.3,95.7,FRONT,FWD,SEDAN,4.0,STD,GAS,TOYOTA,91.0,0,42.5,0.033428844317096466
8358.0,34,28,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2122,52.8,64.4,166.3,95.7,FRONT,FWD,HATCHBACK,4.0,STD,GAS,TOYOTA,91.0,0,31.0,0.03298774740810556
9258.0,34,28,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2140,52.8,64.4,166.3,95.7,FRONT,FWD,SEDAN,4.0,STD,GAS,TOYOTA,91.0,0,31.0,0.03271028037383177
8058.0,34,29,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2169,52.6,64.0,168.7,94.5,FRONT,RWD,SEDAN,2.0,STD,GAS,TOYOTA,168.0,1,31.5,0.03227293683725219
8238.0,34,29,4800.0,70.0,9.0,3.03,3.19,2BBL,98,4,OHC,2204,52.6,64.0,168.7,94.5,FRONT,RWD,HATCHBACK,2.0,STD,GAS,TOYOTA,168.0,1,31.5,0.03176043557168784
9298.0,29,26,6600.0,112.0,9.4,3.08,3.24,MPFI,98,4,DOHC,2265,52.6,64.0,168.7,94.5,FRONT,RWD,SEDAN,2.0,STD,GAS,TOYOTA,168.0,1,27.5,0.04944812362030905
9538.0,29,26,6600.0,112.0,9.4,3.08,3.24,MPFI,98,4,DOHC,2300,52.6,64.0,168.7,94.5,FRONT,RWD,HATCHBACK,2.0,STD,GAS,TOYOTA,168.0,1,27.5,0.04869565217391304
8449.0,30,24,4800.0,116.0,9.3,3.5,3.62,MPFI,146,4,OHC,2540,52.0,65.6,176.2,98.4,FRONT,RWD,HARDTOP,2.0,STD,GAS,TOYOTA,134.0,2,27.0,0.04566929133858268
9639.0,30,24,4800.0,116.0,9.3,3.5,3.62,MPFI,146,4,OHC,2536,52.0,65.6,176.2,98.4,FRONT,RWD,HARDTOP,2.0,STD,GAS,TOYOTA,134.0,2,27.0,0.04574132492113565
9989.0,30,24,4800.0,116.0,9.3,3.5,3.62,MPFI,146,4,OHC,2551,52.0,65.6,176.2,98.4,FRONT,RWD,HATCHBACK,2.0,STD,GAS,TOYOTA,134.0,2,27.0,0.04547236377891023
11199.0,30,24,4800.0,116.0,9.3,3.5,3.62,MPFI,146,4,OHC,2679,52.0,65.6,176.2,98.4,FRONT,RWD,HARDTOP,2.0,STD,GAS,TOYOTA,134.0,2,27.0,0.04329973870847331
11549.0,30,24,4800.0,116.0,9.3,3.5,3.62,MPFI,146,4,OHC,2714,52.0,65.6,176.2,98.4,FRONT,RWD,HATCHBACK,2.0,STD,GAS,TOYOTA,134.0,2,27.0,0.04274134119380987
17669.0,30,24,4800.0,116.0,9.3,3.5,3.62,MPFI,146,4,OHC,2975,53.0,65.6,176.2,98.4,FRONT,RWD,CONVERTIBLE,2.0,STD,GAS,TOYOTA,134.0,2,27.0,0.038991596638655465
8948.0,34,29,4200.0,92.0,8.7,3.54,3.31,MPFI,122,4,OHC,2326,54.9,66.5,175.6,102.4,FRONT,FWD,SEDAN,4.0,STD,GAS,TOYOTA,65.0,-1,31.5,0.03955288048151333
10698.0,33,30,4500.0,73.0,22.5,3.35,3.27,IDI,110,4,OHC,2480,54.9,66.5,175.6,102.4,FRONT,FWD,SEDAN,4.0,TURBO,DIESEL,TOYOTA,65.0,-1,31.5,0.02943548387096774
9988.0,32,27,4200.0,92.0,8.7,3.54,3.31,MPFI,122,4,OHC,2414,53.9,66.5,175.6,102.4,FRONT,FWD,HATCHBACK,4.0,STD,GAS,TOYOTA,65.0,-1,29.5,0.03811101905550953
10898.0,32,27,4200.0,92.0,8.7,3.54,3.31,MPFI,122,4,OHC,2414,54.9,66.5,175.6,102.4,FRONT,FWD,SEDAN,4.0,STD,GAS,TOYOTA,65.0,-1,29.5,0.03811101905550953
11248.0,32,27,4200.0,92.0,8.7,3.54,3.31,MPFI,122,4,OHC,2458,53.9,66.5,175.6,102.4,FRONT,FWD,HATCHBACK,4.0,STD,GAS,TOYOTA,65.0,-1,29.5,0.03742880390561432
16558.0,24,20,5200.0,161.0,9.3,3.35,3.27,MPFI,171,6,DOHC,2976,52.0,67.7,183.5,102.9,FRONT,RWD,HATCHBACK,2.0,STD,GAS,TOYOTA,197.0,3,22.0,0.0540994623655914
15998.0,24,19,5200.0,161.0,9.3,3.35,3.27,MPFI,171,6,DOHC,3016,52.0,67.7,183.5,102.9,FRONT,RWD,HATCHBACK,2.0,STD,GAS,TOYOTA,197.0,3,21.5,0.05338196286472149
15690.0,24,20,5200.0,156.0,9.2,3.35,3.27,MPFI,171,6,DOHC,3131,54.1,66.5,187.8,104.5,FRONT,RWD,SEDAN,4.0,STD,GAS,TOYOTA,90.0,-1,22.0,0.049824337272436924
15750.0,24,19,5200.0,156.0,9.2,3.35,3.27,MPFI,161,6,DOHC,3151,54.1,66.5,187.8,104.5,FRONT,RWD,WAGON,4.0,STD,GAS,TOYOTA,122.0,-1,21.5,0.04950809266899397
7775.0,46,37,4800.0,52.0,23.0,3.4,3.01,IDI,97,4,OHC,2261,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,2.0,STD,DIESEL,VOLKSWAGEN,122.0,2,41.5,0.022998673153471916
7975.0,34,27,5250.0,85.0,9.0,3.4,3.19,MPFI,109,4,OHC,2209,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,2.0,STD,GAS,VOLKSWAGEN,122.0,2,30.5,0.03847894975101856
7995.0,46,37,4800.0,52.0,23.0,3.4,3.01,IDI,97,4,OHC,2264,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,4.0,STD,DIESEL,VOLKSWAGEN,94.0,2,41.5,0.022968197879858657
8195.0,34,27,5250.0,85.0,9.0,3.4,3.19,MPFI,109,4,OHC,2212,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,4.0,STD,GAS,VOLKSWAGEN,94.0,2,30.5,0.03842676311030741
8495.0,34,27,5250.0,85.0,9.0,3.4,3.19,MPFI,109,4,OHC,2275,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,4.0,STD,GAS,VOLKSWAGEN,94.0,2,30.5,0.03736263736263736
9495.0,42,37,4500.0,68.0,23.0,3.4,3.01,IDI,97,4,OHC,2319,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,4.0,TURBO,DIESEL,VOLKSWAGEN,94.0,2,39.5,0.029322984044846918
9995.0,32,26,5500.0,100.0,10.0,3.4,3.19,MPFI,109,4,OHC,2300,55.7,65.5,171.7,97.3,FRONT,FWD,SEDAN,4.0,STD,GAS,VOLKSWAGEN,94.0,2,29.0,0.043478260869565216
11595.0,29,24,5500.0,90.0,8.5,3.4,3.19,MPFI,109,4,OHC,2254,55.6,64.2,159.3,94.5,FRONT,FWD,CONVERTIBLE,2.0,STD,GAS,VOLKSWAGEN,122.0,3,26.5,0.03992901508429459
9980.0,29,24,5500.0,90.0,8.5,3.4,3.19,MPFI,109,4,OHC,2221,51.4,64.0,165.7,94.5,FRONT,FWD,HATCHBACK,2.0,STD,GAS,VOLKSWAGEN,256.0,3,26.5,0.040522287257991896
13295.0,24,19,5500.0,110.0,8.5,3.4,3.19,MPFI,136,5,OHC,2661,55.1,66.9,180.2,100.4,FRONT,FWD,SEDAN,4.0,STD,GAS,VOLKSWAGEN,122.0,0,21.5,0.04133784291619692
13845.0,38,33,4500.0,68.0,23.0,3.4,3.01,IDI,97,4,OHC,2579,55.1,66.9,180.2,100.4,FRONT,FWD,SEDAN,4.0,TURBO,DIESEL,VOLKSWAGEN,122.0,0,35.5,0.026366808840635907
12290.0,31,25,5500.0,88.0,9.0,3.4,3.19,MPFI,109,4,OHC,2563,55.1,66.9,183.1,100.4,FRONT,FWD,WAGON,4.0,STD,GAS,VOLKSWAGEN,122.0,0,28.0,0.034334763948497854
12940.0,28,23,5400.0,114.0,9.5,3.15,3.78,MPFI,141,4,OHC,2912,56.2,67.2,188.8,104.3,FRONT,RWD,SEDAN,4.0,STD,GAS,VOLVO,103.0,-2,25.5,0.03914835164835165
13415.0,28,23,5400.0,114.0,9.5,3.15,3.78,MPFI,141,4,OHC,3034,57.5,67.2,188.8,104.3,FRONT,RWD,WAGON,4.0,STD,GAS,VOLVO,74.0,-1,25.5,0.037574159525379035
15985.0,28,24,5400.0,114.0,9.5,3.15,3.78,MPFI,141,4,OHC,2935,56.2,67.2,188.8,104.3,FRONT,RWD,SEDAN,4.0,STD,GAS,VOLVO,103.0,-2,26.0,0.03884156729131175
16515.0,28,24,5400.0,114.0,9.5,3.15,3.78,MPFI,141,4,OHC,3042,57.5,67.2,188.8,104.3,FRONT,RWD,WAGON,4.0,STD,GAS,VOLVO,74.0,-1,26.0,0.03747534516765286
18420.0,22,17,5100.0,162.0,7.5,3.15,3.62,MPFI,130,4,OHC,3045,56.2,67.2,188.8,104.3,FRONT,RWD,SEDAN,4.0,TURBO,GAS,VOLVO,103.0,-2,19.5,0.053201970443349754
18950.0,22,17,5100.0,162.0,7.5,3.15,3.62,MPFI,130,4,OHC,3157,57.5,67.2,188.8,104.3,FRONT,RWD,WAGON,4.0,TURBO,GAS,VOLVO,74.0,-1,19.5,0.05131453911941717
16845.0,28,23,5400.0,114.0,9.5,3.15,3.78,MPFI,141,4,OHC,2952,55.5,68.9,188.8,109.1,FRONT,RWD,SEDAN,4.0,STD,GAS,VOLVO,95.0,-1,25.5,0.03861788617886179
19045.0,25,19,5300.0,160.0,8.7,3.15,3.78,MPFI,141,4,OHC,3049,55.5,68.8,188.8,109.1,FRONT,RWD,SEDAN,4.0,TURBO,GAS,VOLVO,95.0,-1,22.0,0.05247622171203673
21485.0,23,18,5500.0,134.0,8.8,2.87,3.58,MPFI,173,6,OHCV,3012,55.5,68.9,188.8,109.1,FRONT,RWD,SEDAN,4.0,STD,GAS,VOLVO,95.0,-1,20.5,0.04448871181938911
22470.0,27,26,4800.0,106.0,23.0,3.4,3.01,IDI,145,6,OHC,3217,55.5,68.9,188.8,109.1,FRONT,RWD,SEDAN,4.0,TURBO,DIESEL,VOLVO,95.0,-1,26.5,0.032949953372707494
22625.0,25,19,5400.0,114.0,9.5,3.15,3.78,MPFI,141,4,OHC,3062,55.5,68.9,188.8,109.1,FRONT,RWD,SEDAN,4.0,TURBO,GAS,VOLVO,95.0,-1,22.0,0.037230568256041804
